activity_id,week,location_id,co_share_group
A049,12,SEC:BET:S15_S16:WB,g001
A049,13,PLAT:BET:H02:WB,g001
A049,13,PLAT:BET:S15:WB,g001
A049,13,PLAT:BET:S16:WB,g001
A049,13,SEC:BET:H02_S15:WB,g001
A049,13,SEC:BET:S15_S16:WB,g001
A049,14,PLAT:BET:H02:WB,g001
A049,14,PLAT:BET:S15:WB,g001
A049,14,PLAT:BET:S16:WB,g001
A049,14,SEC:BET:H02_S15:WB,g001
A049,14,SEC:BET:S15_S16:WB,g001
A049,17,PLAT:BET:H02:WB,g001
A049,17,PLAT:BET:S15:WB,g001
A049,17,PLAT:BET:S16:WB,g001
A049,17,SEC:BET:H02_S15:WB,g001
A049,17,SEC:BET:S15_S16:WB,g001
A050,17,PLAT:ALP:H01:WB,g001
A050,17,PLAT:ALP:S03:WB,g001
A050,17,PLAT:ALP:S04:WB,g001
A050,17,SEC:ALP:S03_S04:WB,g001
A050,17,SEC:ALP:S04_H01:WB,g001
A050,19,PLAT:ALP:H01:WB,g001
A050,19,PLAT:ALP:S03:WB,g001
A050,19,PLAT:ALP:S04:WB,g001
A050,19,SEC:ALP:S03_S04:WB,g001
A050,19,SEC:ALP:S04_H01:WB,g001
A051,29,PLAT:BET:S17:WB,g001
A051,29,PLAT:BET:S18:WB,g001
A051,29,SEC:BET:S17_S18:WB,g001
A051,30,PLAT:BET:S17:WB,g001
A051,30,PLAT:BET:S18:WB,g001
A051,30,SEC:BET:S17_S18:WB,g001
A054,18,PLAT:ALP:H01:EB,g001
A054,18,PLAT:ALP:H02:EB,g001
A054,18,PLAT:ALP:S04:EB,g001
A054,18,PLAT:ALP:S05:EB,g001
A054,18,SEC:ALP:H01_H02:EB,g001
A054,18,SEC:ALP:H02_S05:EB,g001
A054,18,SEC:ALP:S04_H01:EB,g001
A054,25,PLAT:ALP:H01:EB,g001
A054,25,PLAT:ALP:H02:EB,g001
A054,25,PLAT:ALP:S04:EB,g001
A054,25,PLAT:ALP:S05:EB,g001
A054,25,SEC:ALP:H01_H02:EB,g001
A054,25,SEC:ALP:H02_S05:EB,g001
A054,25,SEC:ALP:S04_H01:EB,g001
A055,25,PLAT:BET:H01:EB,g001
A055,25,PLAT:BET:H02:EB,g001
A055,25,PLAT:BET:S13:EB,g001
A055,25,PLAT:BET:S14:EB,g001
A055,25,SEC:BET:H01_H02:EB,g001
A055,25,SEC:BET:S13_S14:EB,g001
A055,25,SEC:BET:S14_H01:EB,g001
A056,23,PLAT:ALP:H02:WB,g001
A056,23,PLAT:ALP:S05:WB,g001
A056,23,PLAT:ALP:S06:WB,g001
A056,23,PLAT:ALP:S07:WB,g001
A056,23,SEC:ALP:H02_S05:WB,g001
A056,23,SEC:ALP:S05_S06:WB,g001
A056,23,SEC:ALP:S06_S07:WB,g001
A056,26,PLAT:ALP:H02:WB,g001
A056,26,PLAT:ALP:S05:WB,g001
A056,26,PLAT:ALP:S06:WB,g001
A056,26,PLAT:ALP:S07:WB,g001
A056,26,SEC:ALP:H02_S05:WB,g001
A056,26,SEC:ALP:S05_S06:WB,g001
A056,26,SEC:ALP:S06_S07:WB,g001
A057,15,PLAT:BET:H02:EB,g001
A057,15,PLAT:BET:S15:EB,g001
A057,15,PLAT:BET:S16:EB,g001
A057,15,SEC:BET:H02_S15:EB,g001
A057,15,SEC:BET:S15_S16:EB,g001
A057,16,PLAT:BET:H02:EB,g001
A057,16,PLAT:BET:S15:EB,g001
A057,16,PLAT:BET:S16:EB,g001
A057,16,SEC:BET:H02_S15:EB,g001
A057,16,SEC:BET:S15_S16:EB,g001
A057,17,PLAT:BET:H02:EB,g001
A057,17,PLAT:BET:S15:EB,g001
A057,17,PLAT:BET:S16:EB,g001
A057,17,SEC:BET:H02_S15:EB,g001
A057,17,SEC:BET:S15_S16:EB,g001
A057,18,PLAT:BET:H02:EB,g001
A057,18,PLAT:BET:S15:EB,g001
A057,18,PLAT:BET:S16:EB,g001
A057,18,SEC:BET:H02_S15:EB,g001
A057,18,SEC:BET:S15_S16:EB,g001
A057,19,PLAT:BET:H02:EB,g001
A057,19,PLAT:BET:S15:EB,g001
A057,19,PLAT:BET:S16:EB,g001
A057,19,SEC:BET:H02_S15:EB,g001
A057,19,SEC:BET:S15_S16:EB,g001
A057,20,PLAT:BET:H02:EB,g001
A057,20,PLAT:BET:S15:EB,g001
A057,20,PLAT:BET:S16:EB,g001
A057,20,SEC:BET:H02_S15:EB,g001
A057,20,SEC:BET:S15_S16:EB,g001
A057,22,PLAT:BET:H02:EB,g001
A057,22,PLAT:BET:S15:EB,g001
A057,22,PLAT:BET:S16:EB,g001
A057,22,SEC:BET:H02_S15:EB,g001
A057,22,SEC:BET:S15_S16:EB,g001
A058,2,PLAT:ALP:H01:WB,g001
A058,2,PLAT:ALP:H02:WB,g001
A058,2,PLAT:ALP:S03:WB,g001
A058,2,PLAT:ALP:S04:WB,g001
A058,2,SEC:ALP:H01_H02:WB,g001
A058,2,SEC:ALP:S03_S04:WB,g001
A058,2,SEC:ALP:S04_H01:WB,g001
A058,3,PLAT:ALP:H01:WB,g001
A058,3,PLAT:ALP:H02:WB,g001
A058,3,PLAT:ALP:S03:WB,g001
A058,3,PLAT:ALP:S04:WB,g001
A058,3,SEC:ALP:H01_H02:WB,g001
A058,3,SEC:ALP:S03_S04:WB,g001
A058,3,SEC:ALP:S04_H01:WB,g001
A058,4,PLAT:ALP:H01:WB,g001
A058,4,PLAT:ALP:H02:WB,g001
A058,4,PLAT:ALP:S03:WB,g001
A058,4,PLAT:ALP:S04:WB,g001
A058,4,SEC:ALP:H01_H02:WB,g001
A058,4,SEC:ALP:S03_S04:WB,g001
A058,4,SEC:ALP:S04_H01:WB,g001
A058,5,PLAT:ALP:H01:WB,g001
A058,5,PLAT:ALP:H02:WB,g001
A058,5,PLAT:ALP:S03:WB,g001
A058,5,PLAT:ALP:S04:WB,g001
A058,5,SEC:ALP:H01_H02:WB,g001
A058,5,SEC:ALP:S03_S04:WB,g001
A058,5,SEC:ALP:S04_H01:WB,g001
A058,13,PLAT:ALP:H01:WB,g001
A058,13,PLAT:ALP:H02:WB,g001
A058,13,PLAT:ALP:S03:WB,g001
A058,13,PLAT:ALP:S04:WB,g001
A058,13,SEC:ALP:H01_H02:WB,g001
A058,13,SEC:ALP:S03_S04:WB,g001
A058,13,SEC:ALP:S04_H01:WB,g001
A058,14,PLAT:ALP:H01:WB,g001
A058,14,PLAT:ALP:H02:WB,g001
A058,14,PLAT:ALP:S03:WB,g001
A058,14,PLAT:ALP:S04:WB,g001
A058,14,SEC:ALP:H01_H02:WB,g001
A058,14,SEC:ALP:S03_S04:WB,g001
A058,14,SEC:ALP:S04_H01:WB,g001
A059,14,PLAT:ALP:S06:WB,g001
A059,14,PLAT:ALP:S07:WB,g001
A059,14,PLAT:ALP:S08:WB,g001
A059,14,SEC:ALP:S06_S07:WB,g001
A059,14,SEC:ALP:S07_S08:WB,g001
A059,19,PLAT:ALP:S06:WB,g001
A059,19,PLAT:ALP:S07:WB,g001
A059,19,PLAT:ALP:S08:WB,g001
A059,19,SEC:ALP:S06_S07:WB,g001
A059,19,SEC:ALP:S07_S08:WB,g001
A059,20,PLAT:ALP:S06:WB,g001
A059,20,PLAT:ALP:S07:WB,g001
A059,20,PLAT:ALP:S08:WB,g001
A059,20,SEC:ALP:S06_S07:WB,g001
A059,20,SEC:ALP:S07_S08:WB,g001
A059,25,PLAT:ALP:S06:WB,g001
A059,25,PLAT:ALP:S07:WB,g001
A059,25,PLAT:ALP:S08:WB,g001
A059,25,SEC:ALP:S06_S07:WB,g001
A059,25,SEC:ALP:S07_S08:WB,g001
A059,28,PLAT:ALP:S06:WB,g001
A059,28,PLAT:ALP:S07:WB,g001
A059,28,PLAT:ALP:S08:WB,g001
A059,28,SEC:ALP:S06_S07:WB,g001
A059,28,SEC:ALP:S07_S08:WB,g001
A059,29,PLAT:ALP:S06:WB,g001
A059,29,PLAT:ALP:S07:WB,g001
A059,29,PLAT:ALP:S08:WB,g001
A059,29,SEC:ALP:S06_S07:WB,g001
A059,29,SEC:ALP:S07_S08:WB,g001
A059,30,PLAT:ALP:S06:WB,g001
A059,30,PLAT:ALP:S07:WB,g001
A059,30,PLAT:ALP:S08:WB,g001
A059,30,SEC:ALP:S06_S07:WB,g001
A059,30,SEC:ALP:S07_S08:WB,g001
A060,17,PLAT:BET:H02:EB,g001
A060,17,PLAT:BET:S15:EB,g001
A060,17,PLAT:BET:S16:EB,g001
A060,17,SEC:BET:H02_S15:EB,g001
A060,17,SEC:BET:S15_S16:EB,g001
A060,23,PLAT:BET:H02:EB,g001
A060,23,PLAT:BET:S15:EB,g001
A060,23,PLAT:BET:S16:EB,g001
A060,23,SEC:BET:H02_S15:EB,g001
A060,23,SEC:BET:S15_S16:EB,g001
A060,24,PLAT:BET:H02:EB,g001
A060,24,PLAT:BET:S15:EB,g001
A060,24,PLAT:BET:S16:EB,g001
A060,24,SEC:BET:H02_S15:EB,g001
A060,24,SEC:BET:S15_S16:EB,g001
A061,4,PLAT:BET:H01:EB,g001
A061,4,PLAT:BET:H02:EB,g001
A061,4,PLAT:BET:S15:EB,g001
A061,4,SEC:BET:H01_H02:EB,g001
A061,4,SEC:BET:H02_S15:EB,g001
A061,5,PLAT:BET:H01:EB,g001
A061,5,PLAT:BET:H02:EB,g001
A061,5,PLAT:BET:S15:EB,g001
A061,5,SEC:BET:H01_H02:EB,g001
A061,5,SEC:BET:H02_S15:EB,g001
A061,25,PLAT:BET:H01:EB,g001
A061,25,PLAT:BET:H02:EB,g001
A061,25,PLAT:BET:S15:EB,g001
A061,25,SEC:BET:H01_H02:EB,g001
A061,25,SEC:BET:H02_S15:EB,g001
A061,26,PLAT:BET:H01:EB,g001
A061,26,PLAT:BET:H02:EB,g001
A061,26,PLAT:BET:S15:EB,g001
A061,26,SEC:BET:H01_H02:EB,g001
A061,26,SEC:BET:H02_S15:EB,g001
A061,27,PLAT:BET:H01:EB,g001
A061,27,PLAT:BET:H02:EB,g001
A061,27,PLAT:BET:S15:EB,g001
A061,27,SEC:BET:H01_H02:EB,g001
A061,27,SEC:BET:H02_S15:EB,g001
A061,29,PLAT:BET:H01:EB,g001
A061,29,PLAT:BET:H02:EB,g001
A061,29,PLAT:BET:S15:EB,g001
A061,29,SEC:BET:H01_H02:EB,g001
A061,29,SEC:BET:H02_S15:EB,g001
A063,10,PLAT:BET:H01:EB,g001
A063,10,PLAT:BET:H02:EB,g001
A063,10,PLAT:BET:S14:EB,g001
A063,10,SEC:BET:H01_H02:EB,g001
A063,10,SEC:BET:S14_H01:EB,g001
A064,26,PLAT:BET:S15:WB,g001
A064,26,PLAT:BET:S16:WB,g001
A064,26,SEC:BET:S15_S16:WB,g001
A065,19,PLAT:BET:S12:WB,g001
A065,19,PLAT:BET:S13:WB,g001
A065,19,SEC:BET:S12_S13:WB,g001
A066,25,PLAT:ALP:H01:WB,g001
A066,25,PLAT:ALP:S02:WB,g001
A066,25,PLAT:ALP:S03:WB,g001
A066,25,PLAT:ALP:S04:WB,g001
A066,25,SEC:ALP:S02_S03:WB,g001
A066,25,SEC:ALP:S03_S04:WB,g001
A066,25,SEC:ALP:S04_H01:WB,g001
A069,9,PLAT:ALP:H01:WB,g001
A069,9,PLAT:ALP:H02:WB,g001
A069,9,PLAT:ALP:S03:WB,g001
A069,9,PLAT:ALP:S04:WB,g001
A069,9,SEC:ALP:H01_H02:WB,g001
A069,9,SEC:ALP:S03_S04:WB,g001
A069,9,SEC:ALP:S04_H01:WB,g001
A069,16,PLAT:ALP:H01:WB,g001
A069,16,PLAT:ALP:H02:WB,g001
A069,16,PLAT:ALP:S03:WB,g001
A069,16,PLAT:ALP:S04:WB,g001
A069,16,SEC:ALP:H01_H02:WB,g001
A069,16,SEC:ALP:S03_S04:WB,g001
A069,16,SEC:ALP:S04_H01:WB,g001
A070,13,PLAT:ALP:H01:WB,g001
A070,13,PLAT:ALP:S03:WB,g001
A070,13,PLAT:ALP:S04:WB,g001
A070,13,SEC:ALP:S03_S04:WB,g001
A070,13,SEC:ALP:S04_H01:WB,g001
A070,14,PLAT:ALP:H01:WB,g001
A070,14,PLAT:ALP:S03:WB,g001
A070,14,PLAT:ALP:S04:WB,g001
A070,14,SEC:ALP:S03_S04:WB,g001
A070,14,SEC:ALP:S04_H01:WB,g001
A070,20,PLAT:ALP:H01:WB,g001
A070,20,PLAT:ALP:S03:WB,g001
A070,20,PLAT:ALP:S04:WB,g001
A070,20,SEC:ALP:S03_S04:WB,g001
A070,20,SEC:ALP:S04_H01:WB,g001
A070,29,PLAT:ALP:H01:WB,g001
A070,29,PLAT:ALP:S03:WB,g001
A070,29,PLAT:ALP:S04:WB,g001
A070,29,SEC:ALP:S03_S04:WB,g001
A070,29,SEC:ALP:S04_H01:WB,g001
A071,27,PLAT:BET:S15:EB,g001
A071,27,PLAT:BET:S16:EB,g001
A071,27,PLAT:BET:S17:EB,g001
A071,27,SEC:BET:S15_S16:EB,g001
A071,27,SEC:BET:S16_S17:EB,g001
A072,23,PLAT:ALP:H01:EB,g001
A072,23,PLAT:ALP:H02:EB,g001
A072,23,PLAT:ALP:S04:EB,g001
A072,23,SEC:ALP:H01_H02:EB,g001
A072,23,SEC:ALP:S04_H01:EB,g001
A073,26,PLAT:BET:H01:EB,g001
A073,26,PLAT:BET:H02:EB,g001
A073,26,PLAT:BET:S15:EB,g001
A073,26,SEC:BET:H01_H02:EB,g001
A073,26,SEC:BET:H02_S15:EB,g001
A074,21,PLAT:ALP:H01:EB,g001
A074,21,PLAT:ALP:H02:EB,g001
A074,21,SEC:ALP:H01_H02:EB,g001
A075,28,PLAT:BET:H01:WB,g001
A075,28,PLAT:BET:H02:WB,g001
A075,28,SEC:BET:H01_H02:WB,g001
