activity_id,week,location_id,co_share_group
A048,3,PLAT:BET:S14:EB,g001
A048,3,SEC:BET:S13_S14:EB,g001
A049,8,PLAT:BET:H02:WB,g001
A049,8,PLAT:BET:S15:WB,g001
A049,8,PLAT:BET:S16:WB,g001
A049,8,SEC:BET:H02_S15:WB,g001
A049,8,SEC:BET:S15_S16:WB,g001
A049,9,PLAT:BET:H02:WB,g001
A049,9,PLAT:BET:S15:WB,g001
A049,9,PLAT:BET:S16:WB,g001
A049,9,SEC:BET:H02_S15:WB,g001
A049,9,SEC:BET:S15_S16:WB,g001
A049,10,PLAT:BET:H02:WB,g001
A049,10,PLAT:BET:S15:WB,g001
A049,10,PLAT:BET:S16:WB,g001
A049,10,SEC:BET:H02_S15:WB,g001
A049,10,SEC:BET:S15_S16:WB,g001
A049,11,PLAT:BET:H02:WB,g001
A049,11,PLAT:BET:S15:WB,g001
A049,11,PLAT:BET:S16:WB,g001
A049,11,SEC:BET:H02_S15:WB,g001
A049,11,SEC:BET:S15_S16:WB,g001
A049,13,PLAT:BET:H02:WB,g001
A049,13,PLAT:BET:S15:WB,g001
A049,13,PLAT:BET:S16:WB,g001
A049,13,SEC:BET:H02_S15:WB,g001
A049,13,SEC:BET:S15_S16:WB,g001
A050,17,PLAT:ALP:H01:WB,g001
A050,17,PLAT:ALP:S03:WB,g001
A050,17,PLAT:ALP:S04:WB,g001
A050,17,SEC:ALP:S03_S04:WB,g001
A050,17,SEC:ALP:S04_H01:WB,g001
A050,20,PLAT:ALP:H01:WB,g001
A050,20,PLAT:ALP:S03:WB,g001
A050,20,PLAT:ALP:S04:WB,g001
A050,20,SEC:ALP:S03_S04:WB,g001
A050,20,SEC:ALP:S04_H01:WB,g001
A051,26,PLAT:BET:S17:WB,g001
A051,26,PLAT:BET:S18:WB,g001
A051,26,SEC:BET:S17_S18:WB,g001
A051,27,PLAT:BET:S17:WB,g001
A051,27,PLAT:BET:S18:WB,g001
A051,27,SEC:BET:S17_S18:WB,g001
A054,17,PLAT:ALP:H01:EB,g001
A054,17,PLAT:ALP:H02:EB,g001
A054,17,PLAT:ALP:S04:EB,g001
A054,17,PLAT:ALP:S05:EB,g001
A054,17,SEC:ALP:H01_H02:EB,g001
A054,17,SEC:ALP:H02_S05:EB,g001
A054,17,SEC:ALP:S04_H01:EB,g001
A054,20,PLAT:ALP:H01:EB,g001
A054,20,PLAT:ALP:H02:EB,g001
A054,20,PLAT:ALP:S04:EB,g001
A054,20,PLAT:ALP:S05:EB,g001
A054,20,SEC:ALP:H01_H02:EB,g001
A054,20,SEC:ALP:H02_S05:EB,g001
A054,20,SEC:ALP:S04_H01:EB,g001
A055,16,PLAT:BET:H01:EB,g001
A055,16,PLAT:BET:H02:EB,g001
A055,16,PLAT:BET:S13:EB,g001
A055,16,PLAT:BET:S14:EB,g001
A055,16,SEC:BET:H01_H02:EB,g001
A055,16,SEC:BET:S13_S14:EB,g001
A055,16,SEC:BET:S14_H01:EB,g001
A056,18,PLAT:ALP:H02:WB,g001
A056,18,PLAT:ALP:S05:WB,g001
A056,18,PLAT:ALP:S06:WB,g001
A056,18,PLAT:ALP:S07:WB,g001
A056,18,SEC:ALP:H02_S05:WB,g001
A056,18,SEC:ALP:S05_S06:WB,g001
A056,18,SEC:ALP:S06_S07:WB,g001
A056,21,PLAT:ALP:H02:WB,g001
A056,21,PLAT:ALP:S05:WB,g001
A056,21,PLAT:ALP:S06:WB,g001
A056,21,PLAT:ALP:S07:WB,g001
A056,21,SEC:ALP:H02_S05:WB,g001
A056,21,SEC:ALP:S05_S06:WB,g001
A056,21,SEC:ALP:S06_S07:WB,g001
A057,15,PLAT:BET:H02:EB,g001
A057,15,PLAT:BET:S15:EB,g001
A057,15,PLAT:BET:S16:EB,g001
A057,15,SEC:BET:H02_S15:EB,g001
A057,15,SEC:BET:S15_S16:EB,g001
A057,18,PLAT:BET:H02:EB,g001
A057,18,PLAT:BET:S15:EB,g001
A057,18,PLAT:BET:S16:EB,g001
A057,18,SEC:BET:H02_S15:EB,g001
A057,18,SEC:BET:S15_S16:EB,g001
A057,20,PLAT:BET:H02:EB,g001
A057,20,PLAT:BET:S15:EB,g001
A057,20,PLAT:BET:S16:EB,g001
A057,20,SEC:BET:H02_S15:EB,g001
A057,20,SEC:BET:S15_S16:EB,g001
A057,21,PLAT:BET:H02:EB,g001
A057,21,PLAT:BET:S15:EB,g001
A057,21,PLAT:BET:S16:EB,g001
A057,21,SEC:BET:H02_S15:EB,g001
A057,21,SEC:BET:S15_S16:EB,g001
A057,22,PLAT:BET:H02:EB,g001
A057,22,PLAT:BET:S15:EB,g001
A057,22,PLAT:BET:S16:EB,g001
A057,22,SEC:BET:H02_S15:EB,g001
A057,22,SEC:BET:S15_S16:EB,g001
A057,24,PLAT:BET:H02:EB,g001
A057,24,PLAT:BET:S15:EB,g001
A057,24,PLAT:BET:S16:EB,g001
A057,24,SEC:BET:H02_S15:EB,g001
A057,24,SEC:BET:S15_S16:EB,g001
A057,28,PLAT:BET:H02:EB,g001
A057,28,PLAT:BET:S15:EB,g001
A057,28,PLAT:BET:S16:EB,g001
A057,28,SEC:BET:H02_S15:EB,g001
A057,28,SEC:BET:S15_S16:EB,g001
A058,2,PLAT:ALP:H01:WB,g001
A058,2,PLAT:ALP:H02:WB,g001
A058,2,PLAT:ALP:S03:WB,g001
A058,2,PLAT:ALP:S04:WB,g001
A058,2,SEC:ALP:H01_H02:WB,g001
A058,2,SEC:ALP:S03_S04:WB,g001
A058,2,SEC:ALP:S04_H01:WB,g001
A058,3,PLAT:ALP:H01:WB,g001
A058,3,PLAT:ALP:H02:WB,g001
A058,3,PLAT:ALP:S03:WB,g001
A058,3,PLAT:ALP:S04:WB,g001
A058,3,SEC:ALP:H01_H02:WB,g001
A058,3,SEC:ALP:S03_S04:WB,g001
A058,3,SEC:ALP:S04_H01:WB,g001
A058,8,PLAT:ALP:H01:WB,g001
A058,8,PLAT:ALP:H02:WB,g001
A058,8,PLAT:ALP:S03:WB,g001
A058,8,PLAT:ALP:S04:WB,g001
A058,8,SEC:ALP:H01_H02:WB,g001
A058,8,SEC:ALP:S03_S04:WB,g001
A058,8,SEC:ALP:S04_H01:WB,g001
A058,9,PLAT:ALP:H01:WB,g001
A058,9,PLAT:ALP:H02:WB,g001
A058,9,PLAT:ALP:S03:WB,g001
A058,9,PLAT:ALP:S04:WB,g001
A058,9,SEC:ALP:H01_H02:WB,g001
A058,9,SEC:ALP:S03_S04:WB,g001
A058,9,SEC:ALP:S04_H01:WB,g001
A058,10,PLAT:ALP:H01:WB,g001
A058,10,PLAT:ALP:H02:WB,g001
A058,10,PLAT:ALP:S03:WB,g001
A058,10,PLAT:ALP:S04:WB,g001
A058,10,SEC:ALP:H01_H02:WB,g001
A058,10,SEC:ALP:S03_S04:WB,g001
A058,10,SEC:ALP:S04_H01:WB,g001
A058,11,PLAT:ALP:H01:WB,g001
A058,11,PLAT:ALP:H02:WB,g001
A058,11,PLAT:ALP:S03:WB,g001
A058,11,PLAT:ALP:S04:WB,g001
A058,11,SEC:ALP:H01_H02:WB,g001
A058,11,SEC:ALP:S03_S04:WB,g001
A058,11,SEC:ALP:S04_H01:WB,g001
A058,12,PLAT:ALP:H01:WB,g001
A058,12,PLAT:ALP:H02:WB,g001
A058,12,PLAT:ALP:S03:WB,g001
A058,12,PLAT:ALP:S04:WB,g001
A058,12,SEC:ALP:H01_H02:WB,g001
A058,12,SEC:ALP:S03_S04:WB,g001
A058,12,SEC:ALP:S04_H01:WB,g001
A059,14,PLAT:ALP:S06:WB,g001
A059,14,PLAT:ALP:S07:WB,g001
A059,14,PLAT:ALP:S08:WB,g001
A059,14,SEC:ALP:S06_S07:WB,g001
A059,14,SEC:ALP:S07_S08:WB,g001
A059,15,PLAT:ALP:S06:WB,g001
A059,15,PLAT:ALP:S07:WB,g001
A059,15,PLAT:ALP:S08:WB,g001
A059,15,SEC:ALP:S06_S07:WB,g001
A059,15,SEC:ALP:S07_S08:WB,g001
A059,16,PLAT:ALP:S06:WB,g001
A059,16,PLAT:ALP:S07:WB,g001
A059,16,PLAT:ALP:S08:WB,g001
A059,16,SEC:ALP:S06_S07:WB,g001
A059,16,SEC:ALP:S07_S08:WB,g001
A059,17,PLAT:ALP:S06:WB,g001
A059,17,PLAT:ALP:S07:WB,g001
A059,17,PLAT:ALP:S08:WB,g001
A059,17,SEC:ALP:S06_S07:WB,g001
A059,17,SEC:ALP:S07_S08:WB,g001
A059,18,PLAT:ALP:S06:WB,g001
A059,18,PLAT:ALP:S07:WB,g001
A059,18,PLAT:ALP:S08:WB,g001
A059,18,SEC:ALP:S06_S07:WB,g001
A059,18,SEC:ALP:S07_S08:WB,g001
A059,20,PLAT:ALP:S06:WB,g001
A059,20,PLAT:ALP:S07:WB,g001
A059,20,PLAT:ALP:S08:WB,g001
A059,20,SEC:ALP:S06_S07:WB,g001
A059,20,SEC:ALP:S07_S08:WB,g001
A059,21,PLAT:ALP:S06:WB,g001
A059,21,PLAT:ALP:S07:WB,g001
A059,21,PLAT:ALP:S08:WB,g001
A059,21,SEC:ALP:S06_S07:WB,g001
A059,21,SEC:ALP:S07_S08:WB,g001
A060,13,PLAT:BET:H02:EB,g001
A060,13,PLAT:BET:S15:EB,g001
A060,13,PLAT:BET:S16:EB,g001
A060,13,SEC:BET:H02_S15:EB,g001
A060,13,SEC:BET:S15_S16:EB,g001
A060,14,PLAT:BET:H02:EB,g001
A060,14,PLAT:BET:S15:EB,g001
A060,14,PLAT:BET:S16:EB,g001
A060,14,SEC:BET:H02_S15:EB,g001
A060,14,SEC:BET:S15_S16:EB,g001
A060,15,PLAT:BET:H02:EB,g001
A060,15,PLAT:BET:S15:EB,g001
A060,15,PLAT:BET:S16:EB,g001
A060,15,SEC:BET:H02_S15:EB,g001
A060,15,SEC:BET:S15_S16:EB,g001
A061,4,PLAT:BET:H01:EB,g001
A061,4,PLAT:BET:H02:EB,g001
A061,4,PLAT:BET:S15:EB,g001
A061,4,SEC:BET:H01_H02:EB,g001
A061,4,SEC:BET:H02_S15:EB,g001
A061,5,PLAT:BET:H01:EB,g001
A061,5,PLAT:BET:H02:EB,g001
A061,5,PLAT:BET:S15:EB,g001
A061,5,SEC:BET:H01_H02:EB,g001
A061,5,SEC:BET:H02_S15:EB,g001
A061,6,PLAT:BET:H01:EB,g001
A061,6,PLAT:BET:H02:EB,g001
A061,6,PLAT:BET:S15:EB,g001
A061,6,SEC:BET:H01_H02:EB,g001
A061,6,SEC:BET:H02_S15:EB,g001
A061,7,PLAT:BET:H01:EB,g001
A061,7,PLAT:BET:H02:EB,g001
A061,7,PLAT:BET:S15:EB,g001
A061,7,SEC:BET:H01_H02:EB,g001
A061,7,SEC:BET:H02_S15:EB,g001
A061,8,PLAT:BET:H01:EB,g001
A061,8,PLAT:BET:H02:EB,g001
A061,8,PLAT:BET:S15:EB,g001
A061,8,SEC:BET:H01_H02:EB,g001
A061,8,SEC:BET:H02_S15:EB,g001
A061,9,PLAT:BET:H01:EB,g001
A061,9,PLAT:BET:H02:EB,g001
A061,9,PLAT:BET:S15:EB,g001
A061,9,SEC:BET:H01_H02:EB,g001
A061,9,SEC:BET:H02_S15:EB,g001
A061,10,PLAT:BET:H01:EB,g001
A061,10,PLAT:BET:H02:EB,g001
A061,10,PLAT:BET:S15:EB,g001
A061,10,SEC:BET:H01_H02:EB,g001
A061,10,SEC:BET:H02_S15:EB,g001
A063,5,PLAT:BET:H01:EB,g001
A063,5,PLAT:BET:H02:EB,g001
A063,5,PLAT:BET:S14:EB,g001
A063,5,SEC:BET:H01_H02:EB,g001
A063,5,SEC:BET:S14_H01:EB,g001
A064,16,PLAT:BET:S15:WB,g001
A064,16,PLAT:BET:S16:WB,g001
A064,16,SEC:BET:S15_S16:WB,g001
A065,19,PLAT:BET:S12:WB,g001
A065,19,PLAT:BET:S13:WB,g001
A065,19,SEC:BET:S12_S13:WB,g001
A066,25,PLAT:ALP:H01:WB,g001
A066,25,PLAT:ALP:S02:WB,g001
A066,25,PLAT:ALP:S03:WB,g001
A066,25,PLAT:ALP:S04:WB,g001
A066,25,SEC:ALP:S02_S03:WB,g001
A066,25,SEC:ALP:S03_S04:WB,g001
A066,25,SEC:ALP:S04_H01:WB,g001
A069,9,PLAT:ALP:H01:WB,g001
A069,9,PLAT:ALP:H02:WB,g001
A069,9,PLAT:ALP:S03:WB,g001
A069,9,PLAT:ALP:S04:WB,g001
A069,9,SEC:ALP:H01_H02:WB,g001
A069,9,SEC:ALP:S03_S04:WB,g001
A069,9,SEC:ALP:S04_H01:WB,g001
A069,16,PLAT:ALP:H01:WB,g001
A069,16,PLAT:ALP:H02:WB,g001
A069,16,PLAT:ALP:S03:WB,g001
A069,16,PLAT:ALP:S04:WB,g001
A069,16,SEC:ALP:H01_H02:WB,g001
A069,16,SEC:ALP:S03_S04:WB,g001
A069,16,SEC:ALP:S04_H01:WB,g001
A070,11,PLAT:ALP:H01:WB,g001
A070,11,PLAT:ALP:S03:WB,g001
A070,11,PLAT:ALP:S04:WB,g001
A070,11,SEC:ALP:S03_S04:WB,g001
A070,11,SEC:ALP:S04_H01:WB,g001
A070,12,PLAT:ALP:H01:WB,g001
A070,12,PLAT:ALP:S03:WB,g001
A070,12,PLAT:ALP:S04:WB,g001
A070,12,SEC:ALP:S03_S04:WB,g001
A070,12,SEC:ALP:S04_H01:WB,g001
A070,15,PLAT:ALP:H01:WB,g001
A070,15,PLAT:ALP:S03:WB,g001
A070,15,PLAT:ALP:S04:WB,g001
A070,15,SEC:ALP:S03_S04:WB,g001
A070,15,SEC:ALP:S04_H01:WB,g001
A070,17,PLAT:ALP:H01:WB,g001
A070,17,PLAT:ALP:S03:WB,g001
A070,17,PLAT:ALP:S04:WB,g001
A070,17,SEC:ALP:S03_S04:WB,g001
A070,17,SEC:ALP:S04_H01:WB,g001
A070,20,PLAT:ALP:H01:WB,g001
A070,20,PLAT:ALP:S03:WB,g001
A070,20,PLAT:ALP:S04:WB,g001
A070,20,SEC:ALP:S03_S04:WB,g001
A070,20,SEC:ALP:S04_H01:WB,g001
A071,25,PLAT:BET:S15:EB,g001
A071,25,PLAT:BET:S16:EB,g001
A071,25,PLAT:BET:S17:EB,g001
A071,25,SEC:BET:S15_S16:EB,g001
A071,25,SEC:BET:S16_S17:EB,g001
A072,27,PLAT:ALP:H01:EB,g001
A072,27,PLAT:ALP:H02:EB,g001
A072,27,PLAT:ALP:S04:EB,g001
A072,27,SEC:ALP:H01_H02:EB,g001
A072,27,SEC:ALP:S04_H01:EB,g001
A073,27,PLAT:BET:H01:EB,g001
A073,27,PLAT:BET:H02:EB,g001
A073,27,PLAT:BET:S15:EB,g001
A073,27,SEC:BET:H01_H02:EB,g001
A073,27,SEC:BET:H02_S15:EB,g001
A074,19,PLAT:ALP:H01:EB,g001
A074,19,PLAT:ALP:H02:EB,g001
A074,19,SEC:ALP:H01_H02:EB,g001
A075,29,PLAT:BET:H01:WB,g001
A075,29,PLAT:BET:H02:WB,g001
A075,29,SEC:BET:H01_H02:WB,g001
